Statute,Document Link,state
Section 3.818,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-3-818&highlight=energy&queryID=170095218,Michigan
Section 141.1361,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-141-1361&highlight=energy&queryID=170095218,Michigan
Section 388.1611aa,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-388-1611aa&highlight=energy&queryID=170095218,Michigan
Section 324.14511,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-14511&highlight=energy&queryID=170095218,Michigan
Section 460.1093,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1093&highlight=energy&queryID=170095218,Michigan
Section 18.1241b,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1241b&highlight=energy&queryID=170095218,Michigan
295-2008-3.,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-295-2008-3.&highlight=energy&queryID=170095218,Michigan
Section 400.1231,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1231&highlight=energy&queryID=170095218,Michigan
Section 460.10gg,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-10gg&highlight=energy&queryID=170095218,Michigan
Section 211.9f,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-9f&highlight=energy&queryID=170095218,Michigan
Section 125.2088s,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2088s&highlight=energy&queryID=170095218,Michigan
Section 211.1152,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-1152&highlight=energy&queryID=170095218,Michigan
Section 252.317a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-252-317a&highlight=energy&queryID=170095218,Michigan
Section 125.1504,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-1504&highlight=energy&queryID=170095218,Michigan
Section 333.12521,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-333-12521&highlight=energy&queryID=170095218,Michigan
Section 18.1719,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1719&highlight=energy&queryID=170095218,Michigan
Section 125.1502a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-1502a&highlight=energy&queryID=170095218,Michigan
Section 21.602,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-21-602&highlight=energy&queryID=170095218,Michigan
Section 339.5937,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-339-5937&highlight=energy&queryID=170095218,Michigan
Section 125.4402,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-4402&highlight=energy&queryID=170095218,Michigan
Section 460.6n,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-6n&highlight=energy&queryID=170095218,Michigan
Section 18.302,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-302&highlight=energy&queryID=170095218,Michigan
Section 460.961,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-961&highlight=energy&queryID=170095218,Michigan
Section 18.1718,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1718&highlight=energy&queryID=170095218,Michigan
Section 460.912,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-912&highlight=energy&queryID=170095218,Michigan
Section 207.826,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-207-826&highlight=energy&queryID=170095218,Michigan
Section 324.99919,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-99919&highlight=energy&queryID=170095218,Michigan
Section 324.61901,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-61901&highlight=energy&queryID=170095218,Michigan
Section 324.30103,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-30103&highlight=energy&queryID=170095218,Michigan
Section 460.1191,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1191&highlight=energy&queryID=170095218,Michigan
Section 486.253,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-486-253&highlight=energy&queryID=170095218,Michigan
Section 324.51113,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-51113&highlight=energy&queryID=170095218,Michigan
Section 460.1061,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1061&highlight=energy&queryID=170095218,Michigan
Section 29.493,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-29-493&highlight=energy&queryID=170095218,Michigan
Section 125.3205,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-3205&highlight=energy&queryID=170095218,Michigan
Section 460.911,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-911&highlight=energy&queryID=170095218,Michigan
Section 460.947,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-947&highlight=energy&queryID=170095218,Michigan
Section 559.305,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-559-305&highlight=energy&queryID=170095218,Michigan
Section 125.2652,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2652&highlight=energy&queryID=170095218,Michigan
Section 460.1037,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1037&highlight=energy&queryID=170095218,Michigan
Section 333.26211,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-333-26211&highlight=energy&queryID=170095218,Michigan
Section 460.9d,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-9d&highlight=energy&queryID=170095218,Michigan
Section 18.1113,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1113&highlight=energy&queryID=170095218,Michigan
Section 400.1232,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1232&highlight=energy&queryID=170095218,Michigan
Section 460.10r,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-10r&highlight=energy&queryID=170095218,Michigan
Section 125.4412,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-4412&highlight=energy&queryID=170095218,Michigan
Section 460.1145,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1145&highlight=energy&queryID=170095218,Michigan
Section 290.644a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-644a&highlight=energy&queryID=170095218,Michigan
Section 324.53515,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-53515&highlight=energy&queryID=170095218,Michigan
Section 333.26254,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-333-26254&highlight=energy&queryID=170095218,Michigan
Section 400.1208,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1208&highlight=energy&queryID=170095218,Michigan
Section 460.931,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-931&highlight=energy&queryID=170095218,Michigan
Section 324.74102a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-74102a&highlight=energy&queryID=170095218,Michigan
Article IV § 50,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Article-IV-50&highlight=energy&queryID=170095218,Michigan
Section 46.11c,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-46-11c&highlight=energy&queryID=170095218,Michigan
Section 460.1053,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1053&highlight=energy&queryID=170095218,Michigan
Section 124.765,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-124-765&highlight=energy&queryID=170095218,Michigan
Section 460.901,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-901&highlight=energy&queryID=170095218,Michigan
Section 460.9q,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-9q&highlight=energy&queryID=170095218,Michigan
Section 211.34d,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-34d&highlight=energy&queryID=170095218,Michigan
Section 125.3504,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-3504&highlight=energy&queryID=170095218,Michigan
Section 460.10dd,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-10dd&highlight=energy&queryID=170095218,Michigan
Section 324.33102,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-33102&highlight=energy&queryID=170095218,Michigan
Section 3.812,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-3-812&highlight=energy&queryID=170095218,Michigan
Section 559.309,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-559-309&highlight=energy&queryID=170095218,Michigan
Section 339.6007,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-339-6007&highlight=energy&queryID=170095218,Michigan
Section 400.1234,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1234&highlight=energy&queryID=170095218,Michigan
Section 18.1723,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1723&highlight=energy&queryID=170095218,Michigan
Section 445.2029,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-445-2029&highlight=energy&queryID=170095218,Michigan
Section 460.965,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-965&highlight=energy&queryID=170095218,Michigan
Section 18.1716,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1716&highlight=energy&queryID=170095218,Michigan
Section 460.1226,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1226&highlight=energy&queryID=170095218,Michigan
Section 460.1175,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1175&highlight=energy&queryID=170095218,Michigan
Section 460.1021,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1021&highlight=energy&queryID=170095218,Michigan
Section 125.2233,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2233&highlight=energy&queryID=170095218,Michigan
Section 18.1717,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1717&highlight=energy&queryID=170095218,Michigan
Section 460.1029,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1029&highlight=energy&queryID=170095218,Michigan
Section 560.256,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-560-256&highlight=energy&queryID=170095218,Michigan
Section 460.971,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-971&highlight=energy&queryID=170095218,Michigan
Section 257.705,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-257-705&highlight=energy&queryID=170095218,Michigan
Section 460.1147,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1147&highlight=energy&queryID=170095218,Michigan
Section 18.1253,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1253&highlight=energy&queryID=170095218,Michigan
Section 460.1080,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1080&highlight=energy&queryID=170095218,Michigan
Section 125.4404,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-4404&highlight=energy&queryID=170095218,Michigan
Section 125.1602,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-1602&highlight=energy&queryID=170095218,Michigan
Section 18.1114,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1114&highlight=energy&queryID=170095218,Michigan
Section 460.1013,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1013&highlight=energy&queryID=170095218,Michigan
Section 460.935,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-935&highlight=energy&queryID=170095218,Michigan
Section 125.1994,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-1994&highlight=energy&queryID=170095218,Michigan
Section 408.1122,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-408-1122&highlight=energy&queryID=170095218,Michigan
Section 445.2026,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-445-2026&highlight=energy&queryID=170095218,Michigan
Section 324.5405,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-5405&highlight=energy&queryID=170095218,Michigan
Section 3.751,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-3-751&highlight=energy&queryID=170095218,Michigan
Act 408 of 2014,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Act-408-of-2014&highlight=energy&queryID=170095218,Michigan
Section 380.1211,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-380-1211&highlight=energy&queryID=170095218,Michigan
Section 324.32903,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-32903&highlight=energy&queryID=170095218,Michigan
Section 125.2004,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2004&highlight=energy&queryID=170095218,Michigan
Section 125.1421,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-1421&highlight=energy&queryID=170095218,Michigan
Section 16.735,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-16-735&highlight=energy&queryID=170095218,Michigan
Section 24.207,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-24-207&highlight=energy&queryID=170095218,Michigan
Section 324.11554,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-11554&highlight=energy&queryID=170095218,Michigan
Section 445.2025,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-445-2025&highlight=energy&queryID=170095218,Michigan
Section 460.1022,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1022&highlight=energy&queryID=170095218,Michigan
Section 559.311,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-559-311&highlight=energy&queryID=170095218,Michigan
Section 460.1143,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1143&highlight=energy&queryID=170095218,Michigan
Section 125.1294,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-1294&highlight=energy&queryID=170095218,Michigan
Section 333.7220,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-333-7220&highlight=energy&queryID=170095218,Michigan
Section 125.1291,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-1291&highlight=energy&queryID=170095218,Michigan
Section 324.1313,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-1313&highlight=energy&queryID=170095218,Michigan
Section 460.10ee,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-10ee&highlight=energy&queryID=170095218,Michigan
Section 460.1074,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1074&highlight=energy&queryID=170095218,Michigan
Section 18.1725,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1725&highlight=energy&queryID=170095218,Michigan
Section 722.113i,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-722-113i&highlight=energy&queryID=170095218,Michigan
Section 290.645,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-645&highlight=energy&queryID=170095218,Michigan
Section 460.1231,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1231&highlight=energy&queryID=170095218,Michigan
Section 208.1460,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-208-1460&highlight=energy&queryID=170095218,Michigan
Section 486.251,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-486-251&highlight=energy&queryID=170095218,Michigan
Section 324.32701,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-32701&highlight=energy&queryID=170095218,Michigan
Section 339.3101,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-339-3101&highlight=energy&queryID=170095218,Michigan
Section 475.2,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-475-2&highlight=energy&queryID=170095218,Michigan
Section 400.1161,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1161&highlight=energy&queryID=170095218,Michigan
Section 429.353,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-429-353&highlight=energy&queryID=170095218,Michigan
Section 141.1163,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-141-1163&highlight=energy&queryID=170095218,Michigan
Section 460.939,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-939&highlight=energy&queryID=170095218,Michigan
Section 400.1203,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1203&highlight=energy&queryID=170095218,Michigan
Section 211.27,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-27&highlight=energy&queryID=170095218,Michigan
Section 290.647,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-647&highlight=energy&queryID=170095218,Michigan
Section 460.1077,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1077&highlight=energy&queryID=170095218,Michigan
Section 208.1437,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-208-1437&highlight=energy&queryID=170095218,Michigan
Section 37.137,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-37-137&highlight=energy&queryID=170095218,Michigan
Section 460.21,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-21&highlight=energy&queryID=170095218,Michigan
Section 339.5901,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-339-5901&highlight=energy&queryID=170095218,Michigan
Section 429.352,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-429-352&highlight=energy&queryID=170095218,Michigan
Section 290.648,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-648&highlight=energy&queryID=170095218,Michigan
Act 230 of 1972,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Act-230-of-1972&highlight=energy&queryID=170095218,Michigan
Section 205.54a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-205-54a&highlight=energy&queryID=170095218,Michigan
Section 460.6q,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-6q&highlight=energy&queryID=170095218,Michigan
Section 460.1225,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1225&highlight=energy&queryID=170095218,Michigan
Section 400.1209,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1209&highlight=energy&queryID=170095218,Michigan
Section 211.903,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-903&highlight=energy&queryID=170095218,Michigan
Section 460.592,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-592&highlight=energy&queryID=170095218,Michigan
Section 460.10e,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-10e&highlight=energy&queryID=170095218,Michigan
Section 141.1431a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-141-1431a&highlight=energy&queryID=170095218,Michigan
Act 113 of 2014,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Act-113-of-2014&highlight=energy&queryID=170095218,Michigan
Section 324.61513,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-61513&highlight=energy&queryID=170095218,Michigan
Section 324.11502,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-11502&highlight=energy&queryID=170095218,Michigan
Section 41.75,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-41-75&highlight=energy&queryID=170095218,Michigan
Section 389.122,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-389-122&highlight=energy&queryID=170095218,Michigan
Section 324.20126,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-20126&highlight=energy&queryID=170095218,Michigan
Section 429.356,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-429-356&highlight=energy&queryID=170095218,Michigan
295-2008-2.,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-295-2008-2.&highlight=energy&queryID=170095218,Michigan
Section 257.710c,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-257-710c&highlight=energy&queryID=170095218,Michigan
Section 445.2030,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-445-2030&highlight=energy&queryID=170095218,Michigan
Section 460.1005,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1005&highlight=energy&queryID=170095218,Michigan
Section 400.227,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-227&highlight=energy&queryID=170095218,Michigan
Section 750.224a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-750-224a&highlight=energy&queryID=170095218,Michigan
Section 560.244,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-560-244&highlight=energy&queryID=170095218,Michigan
Section 125.1401,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-1401&highlight=energy&queryID=170095218,Michigan
Section 211.1159,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-1159&highlight=energy&queryID=170095218,Michigan
Section 460.10a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-10a&highlight=energy&queryID=170095218,Michigan
Section 206.510,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-206-510&highlight=energy&queryID=170095218,Michigan
Section 339.5701,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-339-5701&highlight=energy&queryID=170095218,Michigan
Section 18.1712,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1712&highlight=energy&queryID=170095218,Michigan
Section 460.10ff,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-10ff&highlight=energy&queryID=170095218,Michigan
Section 324.32904,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-32904&highlight=energy&queryID=170095218,Michigan
Section 324.31519,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-31519&highlight=energy&queryID=170095218,Michigan
Section 460.593,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-593&highlight=energy&queryID=170095218,Michigan
Section 208.1413,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-208-1413&highlight=energy&queryID=170095218,Michigan
Section 18.306,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-306&highlight=energy&queryID=170095218,Michigan
Section 460.6c,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-6c&highlight=energy&queryID=170095218,Michigan
Section 10.81,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-10-81&highlight=energy&queryID=170095218,Michigan
Section 207.827,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-207-827&highlight=energy&queryID=170095218,Michigan
Section 207.825,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-207-825&highlight=energy&queryID=170095218,Michigan
Section 257.698,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-257-698&highlight=energy&queryID=170095218,Michigan
Section 333.13703,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-333-13703&highlight=energy&queryID=170095218,Michigan
Section 460.1,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1&highlight=energy&queryID=170095218,Michigan
Section 37.133,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-37-133&highlight=energy&queryID=170095218,Michigan
Section 445.1992,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-445-1992&highlight=energy&queryID=170095218,Michigan
Section 460.967,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-967&highlight=energy&queryID=170095218,Michigan
Section 125.1513a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-1513a&highlight=energy&queryID=170095218,Michigan
Section 324.8708,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-8708&highlight=energy&queryID=170095218,Michigan
Section 10.82,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-10-82&highlight=energy&queryID=170095218,Michigan
Act 242 of 2009,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Act-242-of-2009&highlight=energy&queryID=170095218,Michigan
Section 290.643,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-643&highlight=energy&queryID=170095218,Michigan
Section 324.14513,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-14513&highlight=energy&queryID=170095218,Michigan
Section 380.1274a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-380-1274a&highlight=energy&queryID=170095218,Michigan
Section 211.1155,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-211-1155&highlight=energy&queryID=170095218,Michigan
Section 257.801,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-257-801&highlight=energy&queryID=170095218,Michigan
Section 460.1027,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1027&highlight=energy&queryID=170095218,Michigan
Section 290.642,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-290-642&highlight=energy&queryID=170095218,Michigan
Section 125.2302,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2302&highlight=energy&queryID=170095218,Michigan
Section 460.6b,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-6b&highlight=energy&queryID=170095218,Michigan
Act 295 of 2008,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-Act-295-of-2008&highlight=energy&queryID=170095218,Michigan
Section 460.1080a,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1080a&highlight=energy&queryID=170095218,Michigan
Section 3.802,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-3-802&highlight=energy&queryID=170095218,Michigan
Section 125.2079,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-125-2079&highlight=energy&queryID=170095218,Michigan
Section 460.812,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-812&highlight=energy&queryID=170095218,Michigan
Section 3.813,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-3-813&highlight=energy&queryID=170095218,Michigan
Section 18.1714,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1714&highlight=energy&queryID=170095218,Michigan
Section 333.27002,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-333-27002&highlight=energy&queryID=170095218,Michigan
Section 400.1157,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1157&highlight=energy&queryID=170095218,Michigan
Section 460.943,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-943&highlight=energy&queryID=170095218,Michigan
Section 18.1721,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1721&highlight=energy&queryID=170095218,Michigan
Section 460.1131,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1131&highlight=energy&queryID=170095218,Michigan
Section 460.1091,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1091&highlight=energy&queryID=170095218,Michigan
Section 208.1434,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-208-1434&highlight=energy&queryID=170095218,Michigan
Section 460.10s,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-10s&highlight=energy&queryID=170095218,Michigan
Section 559.301,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-559-301&highlight=energy&queryID=170095218,Michigan
Section 324.21111,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-21111&highlight=energy&queryID=170095218,Michigan
Section 324.32202,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-32202&highlight=energy&queryID=170095218,Michigan
Section 207.824,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-207-824&highlight=energy&queryID=170095218,Michigan
Section 339.6105,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-339-6105&highlight=energy&queryID=170095218,Michigan
Section 460.1227,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1227&highlight=energy&queryID=170095218,Michigan
Section 460.1089,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-460-1089&highlight=energy&queryID=170095218,Michigan
Section 400.1153,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1153&highlight=energy&queryID=170095218,Michigan
Section 487.1216,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-487-1216&highlight=energy&queryID=170095218,Michigan
Section 400.561,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-561&highlight=energy&queryID=170095218,Michigan
Section 18.1724,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-18-1724&highlight=energy&queryID=170095218,Michigan
Section 324.33103,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-324-33103&highlight=energy&queryID=170095218,Michigan
Section 117.5f,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-117-5f&highlight=energy&queryID=170095218,Michigan
Section 445.920,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-445-920&highlight=energy&queryID=170095218,Michigan
Section 400.1206,https://www.legislature.mi.gov/Home/GetObject?objectName=mcl-400-1206&highlight=energy&queryID=170095218,Michigan
